cong,id,mc.name,state,statenm,cd,party,nominate,caucus.total
112,29137,BOEHNER,24,OHIO,8,200,NA,4
113,29137,BOEHNER,24,OHIO,8,200,0.748,6
103,29137,BOEHNER    ,24, OHIO   ,8,200,NA,1
112,21198,BONAMICI,72,OREGON,1,100,NA,0
113,21198,BONAMICI,72,OREGON,1,100,-0.419,16
114,21198,BONAMICI,72,OREGON,1,100,0.339,100
115,21198,"BONAMICI, Suzanne",NA,NA,1,100,NA,36
116,21198,"BONAMICI, Suzanne",72,NA,1,100,NA,63
104,39302,BONILLA,49,TEXAS,23,200,NA,0
105,39302,BONILLA,49,TEXAS,23,200,NA,3
106,39302,BONILLA,49,TEXAS,23,200,0.481,4
107,39302,BONILLA,49,TEXAS,23,200,0.509,4
108,39302,BONILLA,49,TEXAS,23,200,0.537,0
109,39302,BONILLA,49,TEXAS,23,200,0.565,5
103,39302,BONILLA    ,49, TEXAS  ,23,200,NA,2
104,14407,BONIOR,23,MICHIGA,10,100,NA,3
105,14407,BONIOR,23,MICHIGA,10,100,NA,6
106,14407,BONIOR,23,MICHIGA,10,100,-0.52,6
107,14407,BONIOR,23,MICHIGA,10,100,-0.516,19
103,14407,BONIOR     ,23, MICHIGA,10,100,NA,10
108,20300,BONNER,41,ALABAMA,1,200,0.546,4
109,20300,BONNER,41,ALABAMA,1,200,0.546,0
110,20300,BONNER,41,ALABAMA,1,200,0.546,9
111,20300,BONNER,41,ALABAMA,1,200,NA,17
112,20300,BONNER,41,ALABAMA,1,200,NA,26
113,20300,BONNER,41,ALABAMA,1,200,0.453,0
104,29507,BONO,71,CALIFOR,44,200,NA,6
105,29507,BONO,71,CALIFOR,44,200,NA,2
108,29775,BONO,71,CALIFOR,45,200,0.519,0
109,29775,BONO,71,CALIFOR,45,200,0.539,6
110,29775,BONO,71,CALIFOR,45,200,0.559,14
105,29775,BONO  MARY,71,CALIFOR,44,200,NA,0
106,29775,BONO  MARY,71,CALIFOR,44,200,0.48,1
107,29775,BONO  MARY,71,CALIFOR,44,200,0.5,4
111,29775,BONO MACK,71,CALIFOR,45,200,NA,22
112,29775,BONO MACK,71,CALIFOR,45,200,NA,36
107,20101,BOOZMAN,42,ARKANSA,3,200,0.501,0
108,20101,BOOZMAN,42,ARKANSA,3,200,0.521,5
109,20101,BOOZMAN,42,ARKANSA,3,200,0.54,1
110,20101,BOOZMAN,42,ARKANSA,3,200,0.56,41
111,20101,BOOZMAN,42,ARKANSA,3,200,NA,49
109,20523,BOREN,53,OKLAHOM,2,100,-0.093,0
110,20523,BOREN,53,OKLAHOM,2,100,-0.093,19
111,20523,BOREN,53,OKLAHOM,2,100,NA,25
112,20523,BOREN,53,OKLAHOM,2,100,NA,39
104,15008,BORSKI,14,PENNSYL,3,100,NA,0
105,15008,BORSKI,14,PENNSYL,3,100,NA,2
106,15008,BORSKI,14,PENNSYL,3,100,-0.408,3
107,15008,BORSKI,14,PENNSYL,3,100,-0.407,5
103,15008,BORSKI     ,14, PENNSYL,3,100,NA,4
114,21519,BOST,21,ILLINOI,12,200,0.26,17
115,21519,"BOST, Mike",NA,NA,12,200,NA,16
116,21519,"BOST, Mike",21,NA,12,200,NA,23
105,29721,BOSWELL,31,IOWA,3,100,NA,0
106,29721,BOSWELL,31,IOWA,3,100,-0.173,1
107,29721,BOSWELL,31,IOWA,3,100,-0.19,5
108,29721,BOSWELL,31,IOWA,3,100,-0.206,15
109,29721,BOSWELL,31,IOWA,3,100,-0.223,8
110,29721,BOSWELL,31,IOWA,3,100,-0.239,27
111,29721,BOSWELL,31,IOWA,3,100,NA,42
112,29721,BOSWELL,31,IOWA,3,100,NA,69
104,15010,BOUCHER,40,VIRGINI,9,100,NA,2
105,15010,BOUCHER,40,VIRGINI,9,100,NA,1
106,15010,BOUCHER,40,VIRGINI,9,100,-0.244,1
107,15010,BOUCHER,40,VIRGINI,9,100,-0.235,2
108,15010,BOUCHER,40,VIRGINI,9,100,-0.225,9
109,15010,BOUCHER,40,VIRGINI,9,100,-0.216,3
110,15010,BOUCHER,40,VIRGINI,9,100,-0.207,18
111,15010,BOUCHER,40,VIRGINI,9,100,NA,28
103,15010,BOUCHER    ,40, VIRGINI,9,100,NA,2
109,20514,BOUSTANY,45,LOUISIA,7,200,0.547,0
110,20514,BOUSTANY,45,LOUISIA,7,200,0.547,3
111,20514,BOUSTANY,45,LOUISIA,7,200,NA,12
112,20514,BOUSTANY,45,LOUISIA,7,200,NA,17
113,20514,BOUSTANY,45,LOUISIA,3,200,0.694,17
114,20514,BOUSTANY,45,LOUISIA,3,200,0.392,16
105,29713,BOYD,43,FLORIDA,2,100,NA,3
106,29713,BOYD,43,FLORIDA,2,100,-0.16,2
107,29713,BOYD,43,FLORIDA,2,100,-0.158,3
108,29713,BOYD,43,FLORIDA,2,100,-0.157,1
109,29713,BOYD,43,FLORIDA,2,100,-0.155,7
110,29713,BOYD,43,FLORIDA,2,100,-0.154,21
111,29713,BOYD,43,FLORIDA,2,100,NA,37
110,20721,BOYDA,32,KANSAS,2,100,-0.195,2
114,21548,BOYLE,14,PENNSYL,13,100,-0.383,1
115,21548,"BOYLE, Brendan Francis",NA,NA,13,100,NA,24
116,21548,"BOYLE, Brendan Francis",14,NA,2,100,NA,34
108,20335,BRADLEY,4,NEW HAM,1,200,0.517,0
109,20335,BRADLEY,4,NEW HAM,1,200,0.517,2
105,29760,BRADY,49,TEXAS,8,200,NA,0
106,29760,BRADY,49,TEXAS,8,200,0.591,3
107,29760,BRADY,49,TEXAS,8,200,0.609,6
108,29760,BRADY,49,TEXAS,8,200,0.627,1
108,29777,BRADY,14,PENNSYL,1,100,-0.462,5
109,29760,BRADY,49,TEXAS,8,200,0.645,10
109,29777,BRADY,14,PENNSYL,1,100,-0.447,10
110,29760,BRADY,49,TEXAS,8,200,0.663,13
110,29777,BRADY,14,PENNSYL,1,100,-0.432,20
111,29760,BRADY,49,TEXAS,8,200,NA,19
111,29777,BRADY,14,PENNSYL,1,100,NA,29
112,29760,BRADY,49,TEXAS,8,200,NA,29
112,29777,BRADY,14,PENNSYL,1,100,NA,53
113,29760,BRADY,49,TEXAS,8,200,0.77,31
113,29777,BRADY,14,PENNSYL,1,100,-0.42,65
114,29760,BRADY,49,TEXAS,8,200,0.518,30
114,29777,BRADY,14,PENNSYL,1,100,-0.484,70
105,29777,BRADY  ROBE,14,PENNSYL,1,100,NA,0
106,29777,BRADY  ROBE,14,PENNSYL,1,100,-0.493,0
107,29777,BRADY  ROBE,14,PENNSYL,1,100,-0.478,3
115,29760,"BRADY, Kevin Patrick",NA,NA,8,200,NA,29
116,29760,"BRADY, Kevin Patrick",49,NA,8,200,NA,30
115,29777,"BRADY, Robert A.",NA,NA,1,100,NA,61
110,20719,BRALEY,31,IOWA,1,100,-0.353,5
111,20719,BRALEY,31,IOWA,1,100,NA,12
112,20719,BRALEY,31,IOWA,1,100,NA,44
113,20719,BRALEY,31,IOWA,1,100,-0.308,65
113,21553,BRAT,40,VIRGINI,7,200,0.951,0
114,21553,BRAT,40,VIRGINI,7,200,0.839,8
115,21553,"BRAT, David A.",NA,NA,7,200,NA,16
104,29138,BREWSTER,53,OKLAHOM,3,100,NA,1
103,29138,BREWSTER   ,53, OKLAHOM,3,100,NA,9
113,21354,BRIDENSTINE,53,OKLAHOM,1,200,0.952,11
114,21354,BRIDENSTINE,53,OKLAHOM,1,200,0.503,20
111,20900,BRIGHT,41,ALABAMA,2,100,NA,2
116,21904,"BRINDISI, Anthony",13,NA,22,100,NA,3
112,21193,BROOKS,41,ALABAMA,5,200,NA,19
113,21193,BROOKS,41,ALABAMA,5,200,0.827,27
113,21331,BROOKS,22,INDIANA,5,200,0.634,10
114,21193,BROOKS,41,ALABAMA,5,200,0.599,46
114,21331,BROOKS,22,INDIANA,5,200,0.376,24
103,1077,BROOKS     ,49, TEXAS  ,9,100,NA,5
115,21193,"BROOKS, Mo",NA,NA,5,200,NA,53
116,21193,"BROOKS, Mo",41,NA,5,200,NA,51
115,21331,"BROOKS, Susan",NA,NA,5,200,NA,42
116,21331,"BROOKS, Susan",22,NA,5,200,NA,43
110,20753,BROUN,44,GEORGIA,10,200,0.975,0
111,20753,BROUN,44,GEORGIA,10,200,NA,11
112,20753,BROUN,44,GEORGIA,10,200,NA,25
113,20753,BROUN,44,GEORGIA,10,200,0.987,21
104,15632,BROWDER,41,ALABAMA,3,100,NA,7
103,15632,BROWDER    ,41, ALABAMA,3,100,NA,12
107,20137,BROWN,48,SOUTH C,1,200,0.52,1
108,20137,BROWN,48,SOUTH C,1,200,0.523,10
108,29328,BROWN,43,FLORIDA,3,100,-0.401,3
108,29389,BROWN,24,OHIO,13,100,-0.481,14
109,20137,BROWN,48,SOUTH C,1,200,0.526,27
109,29328,BROWN,43,FLORIDA,3,100,-0.393,3
109,29389,BROWN,24,OHIO,13,100,-0.501,12
110,20137,BROWN,48,SOUTH C,1,200,0.53,36
110,29328,BROWN,43,FLORIDA,3,100,-0.385,21
111,20137,BROWN,48,SOUTH C,1,200,NA,43
111,29328,BROWN,43,FLORIDA,3,100,NA,31
112,29328,BROWN,43,FLORIDA,3,100,NA,45
113,29328,BROWN,43,FLORIDA,5,100,-0.36,54
114,29328,BROWN,43,FLORIDA,5,100,-0.429,55
103,29328,BROWN  CORR,43, FLORIDA,3,100,NA,3
104,29328,BROWN  CORR,43,FLORIDA,3,100,NA,7
105,29328,BROWN  CORR,43,FLORIDA,3,100,NA,8
106,29328,BROWN  CORR,43,FLORIDA,3,100,-0.417,9
107,29328,BROWN  CORR,43,FLORIDA,3,100,-0.409,13
103,10573,BROWN  GEOR,71, CALIFOR,42,100,NA,12
104,10573,BROWN  GEOR,71,CALIFOR,42,100,NA,3
105,10573,BROWN  GEOR,71,CALIFOR,42,100,NA,9
106,10573,BROWN  GEOR,71,CALIFOR,42,100,-0.481,0
103,29389,BROWN  SHER,24, OHIO   ,13,100,NA,0
104,29389,BROWN  SHER,24,OHIO,13,100,NA,10
105,29389,BROWN  SHER,24,OHIO,13,100,NA,2
106,29389,BROWN  SHER,24,OHIO,13,100,-0.441,2
107,29389,BROWN  SHER,24,OHIO,13,100,-0.461,11
115,21707,"BROWN, Anthony Gregory",NA,NA,4,100,NA,27
116,21707,"BROWN, Anthony Gregory",52,NA,4,100,NA,29
104,29523,BROWNBACK,32,KANSAS,2,200,NA,2
113,21308,BROWNLEY,71,CALIFOR,26,100,-0.269,30
114,21308,BROWNLEY,71,CALIFOR,26,100,-0.49,11
115,21308,"BROWNLEY, Julia",NA,NA,26,100,NA,71
116,21308,"BROWNLEY, Julia",71,NA,26,100,NA,77
108,20313,BROWN-WAI,43,FLORIDA,5,200,0.488,9
109,20313,BROWN-WAI,43,FLORIDA,5,200,0.488,4
110,20313,BROWN-WAI,43,FLORIDA,5,200,0.488,9
111,20313,BROWN-WAI,43,FLORIDA,5,200,NA,19
104,29569,BRYANT,54,TENNESS,7,200,NA,0
105,29569,BRYANT,54,TENNESS,7,200,NA,2
106,29569,BRYANT,54,TENNESS,7,200,0.499,2
107,29569,BRYANT,54,TENNESS,7,200,0.499,1
103,15013,BRYANT  JOH,49, TEXAS  ,5,100,NA,8
104,15013,BRYANT  JOH,49,TEXAS,5,100,NA,1
110,20709,BUCHANAN,43,FLORIDA,13,200,0.475,4
111,20709,BUCHANAN,43,FLORIDA,13,200,NA,8
112,20709,BUCHANAN,43,FLORIDA,13,200,NA,25
113,20709,BUCHANAN,43,FLORIDA,16,200,0.632,39
114,20709,BUCHANAN,43,FLORIDA,16,200,0.36,38
115,20709,"BUCHANAN, Vernon G.",NA,NA,16,200,NA,41
116,20709,"BUCHANAN, Vernon G.",43,NA,16,200,NA,39
114,21510,BUCK,62,COLORADO,4,200,0.69,5
115,21510,"BUCK, Kenneth Robert",NA,NA,4,200,NA,14
116,21510,"BUCK, Kenneth Robert",62,NA,4,200,NA,14
112,21132,BUCSHON,22,INDIANA,8,200,NA,11
113,21132,BUCSHON,22,INDIANA,8,200,0.619,24
114,21132,BUCSHON,22,INDIANA,8,200,0.388,29
115,21132,"BUCSHON, Larry",NA,NA,8,200,NA,28
116,21132,"BUCSHON, Larry",22,NA,8,200,NA,28
115,21708,"BUDD, Theodore Paul",NA,NA,13,200,NA,2
116,21708,"BUDD, Theodore Paul",47,NA,13,200,NA,1
112,21158,BUERKLE,13,NEW YOR,25,200,NA,14
104,29558,BUNN,72,OREGON,5,200,NA,0
104,15406,BUNNING,51,KENTUCK,4,200,NA,7
105,15406,BUNNING,51,KENTUCK,4,200,NA,5
103,15406,BUNNING    ,51, KENTUCK,4,200,NA,4
116,21905,"BURCHETT, Timothy",54,NA,2,200,NA,1
108,20355,BURGESS,49,TEXAS,26,200,0.625,0
109,20355,BURGESS,49,TEXAS,26,200,0.625,11
110,20355,BURGESS,49,TEXAS,26,200,0.625,33
111,20355,BURGESS,49,TEXAS,26,200,NA,41
112,20355,BURGESS,49,TEXAS,26,200,NA,50
113,20355,BURGESS,49,TEXAS,26,200,1.017,56
114,20355,BURGESS,49,TEXAS,26,200,0.546,8
115,20355,"BURGESS, Michael C.",NA,NA,26,200,NA,52
116,20355,"BURGESS, Michael C.",49,NA,26,200,NA,51
108,20320,BURNS,44,GEORGIA,12,200,0.489,15
104,29548,BURR,47,NORTH C,5,200,NA,1
105,29548,BURR,47,NORTH C,5,200,NA,2
106,29548,BURR,47,NORTH C,5,200,0.451,1
107,29548,BURR,47,NORTH C,5,200,0.432,2
108,29548,BURR,47,NORTH C,5,200,0.412,1
104,15014,BURTON,22,INDIANA,6,200,NA,0
105,15014,BURTON,22,INDIANA,6,200,NA,2
106,15014,BURTON,22,INDIANA,6,200,0.666,2
107,15014,BURTON,22,INDIANA,6,200,0.676,5
108,15014,BURTON,22,INDIANA,5,200,0.686,4
109,15014,BURTON,22,INDIANA,5,200,0.696,2
110,15014,BURTON,22,INDIANA,5,200,0.706,49
111,15014,BURTON,22,INDIANA,5,200,NA,51
112,15014,BURTON,22,INDIANA,5,200,NA,85
103,15014,BURTON     ,22, INDIANA,6,200,NA,4
113,21329,BUSTOS,21,ILLINOI,17,100,-0.201,16
114,21329,BUSTOS,21,ILLINOI,17,100,-0.236,37
115,21329,"BUSTOS, Cheri",NA,NA,17,100,NA,52
116,21329,"BUSTOS, Cheri",21,NA,17,100,NA,53
108,20340,BUTTERFI,47,NORTH C,1,100,-0.366,11
109,20340,BUTTERFI,47,NORTH C,1,100,-0.366,1
110,20340,BUTTERFI,47,NORTH C,1,100,-0.366,16
111,20340,BUTTERFI,47,NORTH C,1,100,NA,30
112,20340,BUTTERFI,47,NORTH C,1,100,NA,38
113,20340,BUTTERFIELD,47,NORTH C,1,100,-0.384,32
114,20340,BUTTERFIELD,47,NORTH C,1,100,-0.404,19
115,20340,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",NA,NA,1,100,NA,48
116,20340,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",47,NA,1,100,NA,47
104,29350,BUYER,22,INDIANA,5,200,NA,2
105,29350,BUYER,22,INDIANA,5,200,NA,4
106,29350,BUYER,22,INDIANA,5,200,0.524,4
107,29350,BUYER,22,INDIANA,5,200,0.545,2
108,29350,BUYER,22,INDIANA,4,200,0.566,5
109,29350,BUYER,22,INDIANA,4,200,0.586,1
110,29350,BUYER,22,INDIANA,4,200,0.607,6
111,29350,BUYER,22,INDIANA,4,200,NA,10
103,29350,BUYER      ,22, INDIANA,5,200,NA,4
113,21376,BYRNE,41,ALABAMA,1,200,0.681,0
114,21376,BYRNE,41,ALABAMA,1,200,0.539,25
103,39309,BYRNE      ,40, VIRGINI,11,100,NA,4
115,21376,"BYRNE, Bradley",NA,NA,1,200,NA,41
116,21376,"BYRNE, Bradley",41,NA,1,200,NA,27
116,21309,"CÁRDENAS, Tony",71,NA,29,100,NA,59
104,15090,CALLAHAN,41,ALABAMA,1,200,NA,3
105,15090,CALLAHAN,41,ALABAMA,1,200,NA,5
106,15090,CALLAHAN,41,ALABAMA,1,200,0.391,4
107,15090,CALLAHAN,41,ALABAMA,1,200,0.398,6
103,15090,CALLAHAN   ,41, ALABAMA,1,200,NA,7
104,29323,CALVERT,71,CALIFOR,43,200,NA,2
105,29323,CALVERT,71,CALIFOR,43,200,NA,9
106,29323,CALVERT,71,CALIFOR,43,200,0.454,21
107,29323,CALVERT,71,CALIFOR,43,200,0.48,28
108,29323,CALVERT,71,CALIFOR,44,200,0.505,3
109,29323,CALVERT,71,CALIFOR,44,200,0.531,30
110,29323,CALVERT,71,CALIFOR,44,200,0.557,40
111,29323,CALVERT,71,CALIFOR,44,200,NA,50
112,29323,CALVERT,71,CALIFOR,44,200,NA,64
113,29323,CALVERT,71,CALIFOR,42,200,0.551,74
114,29323,CALVERT,71,CALIFOR,42,200,-0.657,75
103,29323,CALVERT    ,71, CALIFOR,43,200,NA,0
115,29323,"CALVERT, Ken",NA,NA,42,200,NA,79
116,29323,"CALVERT, Ken",71,NA,42,200,NA,65
104,29124,CAMP,23,MICHIGA,4,200,NA,3
105,29124,CAMP,23,MICHIGA,4,200,NA,7
106,29124,CAMP,23,MICHIGA,4,200,0.473,1
107,29124,CAMP,23,MICHIGA,4,200,0.5,7
108,29124,CAMP,23,MICHIGA,4,200,0.526,28
109,29124,CAMP,23,MICHIGA,4,200,0.553,6
110,29124,CAMP,23,MICHIGA,4,200,0.58,23
111,29124,CAMP,23,MICHIGA,4,200,NA,37
112,29124,CAMP,23,MICHIGA,4,200,NA,44
113,29124,CAMP,23,MICHIGA,4,200,0.676,46
103,29124,CAMP       ,23, MICHIGA,4,200,NA,6
104,15600,CAMPBELL,71,CALIFOR,15,200,NA,6
105,15600,CAMPBELL,71,CALIFOR,15,200,NA,0
106,15600,CAMPBELL,71,CALIFOR,15,200,0.352,3
109,20539,CAMPBELL,71,CALIFOR,48,200,0.9,0
110,20539,CAMPBELL,71,CALIFOR,48,200,0.9,5
111,20539,CAMPBELL,71,CALIFOR,48,200,NA,10
112,20539,CAMPBELL,71,CALIFOR,48,200,NA,21
113,20539,CAMPBELL,71,CALIFOR,45,200,1.039,22
104,29332,CANADY,43,FLORIDA,12,200,NA,0
105,29332,CANADY,43,FLORIDA,12,200,NA,1
106,29332,CANADY,43,FLORIDA,12,200,0.415,7
103,29332,CANADY     ,43, FLORIDA,12,200,NA,0
105,29766,CANNON,67,UTAH,3,200,NA,0
106,29766,CANNON,67,UTAH,3,200,0.699,5
107,29766,CANNON,67,UTAH,3,200,0.722,6
108,29766,CANNON,67,UTAH,3,200,0.746,8
109,29766,CANNON,67,UTAH,3,200,0.77,11
110,29766,CANNON,67,UTAH,3,200,0.794,18
112,21183,CANSECO,49,TEXAS,23,200,NA,4
107,20144,CANTOR,40,VIRGINI,7,200,0.661,3
108,20144,CANTOR,40,VIRGINI,7,200,0.691,6
109,20144,CANTOR,40,VIRGINI,7,200,0.721,1
110,20144,CANTOR,40,VIRGINI,7,200,0.752,17
111,20144,CANTOR,40,VIRGINI,7,200,NA,26
112,20144,CANTOR,40,VIRGINI,7,200,NA,30
113,20144,CANTOR,40,VIRGINI,7,200,0.727,31
103,39310,CANTWELL   ,73, WASHING,1,100,NA,1
111,20917,CAO,45,LOUISIA,2,200,NA,6
107,20146,CAPITO,56,WEST VI,2,200,0.338,2
108,20146,CAPITO,56,WEST VI,2,200,0.363,4
109,20146,CAPITO,56,WEST VI,2,200,0.388,1
110,20146,CAPITO,56,WEST VI,2,200,0.412,26
111,20146,CAPITO,56,WEST VI,2,200,NA,38
112,20146,CAPITO,56,WEST VI,2,200,NA,65
113,20146,CAPITO,56,WEST VI,2,200,0.509,73
105,29706,CAPPS,71,CALIFOR,22,100,NA,0
108,29774,CAPPS,71,CALIFOR,23,100,-0.386,0
109,29774,CAPPS,71,CALIFOR,23,100,-0.428,11
110,29774,CAPPS,71,CALIFOR,23,100,-0.471,34
111,29774,CAPPS,71,CALIFOR,23,100,NA,49
112,29774,CAPPS,71,CALIFOR,23,100,NA,76
113,29774,CAPPS,71,CALIFOR,24,100,-0.428,92
114,29774,CAPPS,71,CALIFOR,24,100,0.404,15
105,29774,CAPPS  LOIS,71,CALIFOR,22,100,NA,0
106,29774,CAPPS  LOIS,71,CALIFOR,22,100,-0.3,9
107,29774,CAPPS  LOIS,71,CALIFOR,22,100,-0.343,14
108,29919,CAPUANO,3,MASSACH,8,100,-0.587,15
109,29919,CAPUANO,3,MASSACH,8,100,-0.571,22
110,29919,CAPUANO,3,MASSACH,8,100,-0.555,43
111,29919,CAPUANO,3,MASSACH,8,100,NA,59
112,29919,CAPUANO,3,MASSACH,8,100,NA,75
113,29919,CAPUANO,3,MASSACH,7,100,-0.529,88
114,29919,CAPUANO,3,MASSACH,7,100,-0.579,91
106,29919,CAPUANO  MI,3,MASSACH,8,100,-0.619,12
107,29919,CAPUANO  MI,3,MASSACH,8,100,-0.603,17
115,29919,"CAPUANO, Michael Everett",NA,NA,7,100,NA,95
115,21709,"CARBAJAL, Salud",NA,NA,24,100,NA,49
116,21709,"CARBAJAL, Salud",71,NA,24,100,NA,57
113,21309,CARDENAS,71,CALIFOR,29,100,-0.354,26
114,21309,CARDENAS,71,CALIFOR,29,100,-0.342,80
115,21309,"CARDENAS, Tony",NA,NA,29,100,NA,56
104,15408,CARDIN,52,MARYLAN,3,100,NA,0
105,15408,CARDIN,52,MARYLAN,3,100,NA,5
106,15408,CARDIN,52,MARYLAN,3,100,-0.31,1
107,15408,CARDIN,52,MARYLAN,3,100,-0.307,4
108,15408,CARDIN,52,MARYLAN,3,100,-0.305,21
109,15408,CARDIN,52,MARYLAN,3,100,-0.303,3
103,15408,CARDIN     ,52, MARYLAN,3,100,NA,6
108,20306,CARDOZA,71,CALIFOR,18,100,-0.236,3
109,20306,CARDOZA,71,CALIFOR,18,100,-0.236,4
110,20306,CARDOZA,71,CALIFOR,18,100,-0.236,22
111,20306,CARDOZA,71,CALIFOR,18,100,NA,35
112,20306,CARDOZA,71,CALIFOR,18,100,NA,49
109,20516,CARNAHAN,34,MISSOUR,3,100,-0.309,0
110,20516,CARNAHAN,34,MISSOUR,3,100,-0.309,20
111,20516,CARNAHAN,34,MISSOUR,3,100,NA,32
112,20516,CARNAHAN,34,MISSOUR,3,100,NA,55
110,20746,CARNEY,14,PENNSYL,10,100,-0.095,5
111,20746,CARNEY,14,PENNSYL,10,100,NA,17
112,21113,CARNEY,11,DELAWAR,1,100,NA,4
113,21113,CARNEY,11,DELAWAR,1,100,-0.252,14
114,21113,CARNEY,11,DELAWAR,1,100,-0.256,22
103,14210,CARR       ,23, MICHIGA,8,100,NA,2
105,29720,CARSON,22,INDIANA,10,100,NA,4
106,29720,CARSON,22,INDIANA,10,100,-0.458,4
107,20132,CARSON,53,OKLAHOM,2,100,-0.17,5
107,29720,CARSON,22,INDIANA,10,100,-0.457,13
108,20132,CARSON,53,OKLAHOM,2,100,-0.17,16
108,29720,CARSON,22,INDIANA,7,100,-0.456,4
109,29720,CARSON,22,INDIANA,7,100,-0.456,17
110,29720,CARSON,22,INDIANA,7,100,-0.455,25
111,20757,CARSON,22,INDIANA,7,100,NA,90
112,20757,CARSON,22,INDIANA,7,100,NA,93
113,20757,CARSON,22,INDIANA,7,100,-0.394,102
114,20757,CARSON,22,INDIANA,7,100,-0.43,114
116,20757,"CARSON, André",22,NA,7,100,NA,111
115,20757,"CARSON, Andre",NA,NA,7,100,NA,103
108,20356,CARTER,49,TEXAS,31,200,0.653,2
109,20356,CARTER,49,TEXAS,31,200,0.653,1
110,20356,CARTER,49,TEXAS,31,200,0.653,13
111,20356,CARTER,49,TEXAS,31,200,NA,20
112,20356,CARTER,49,TEXAS,31,200,NA,42
113,20356,CARTER,49,TEXAS,31,200,0.501,47
114,20356,CARTER,49,TEXAS,31,200,0.586,47
114,21513,CARTER,44,GEORGIA,1,200,0.566,12
115,21513,"CARTER, Buddy",NA,NA,1,200,NA,23
116,21513,"CARTER, Buddy",44,NA,1,200,NA,24
115,20356,"CARTER, John R.",NA,NA,31,200,NA,43
116,20356,"CARTER, John R.",49,NA,31,200,NA,45
113,21358,CARTWRIGHT,14,PENNSYL,17,100,-0.441,33
114,21358,CARTWRIGHT,14,PENNSYL,17,100,-0.38,60
115,21358,"CARTWRIGHT, Matt",NA,NA,17,100,NA,69
116,21358,"CARTWRIGHT, Matt",14,NA,8,100,NA,72
108,20322,CASE,82,HAWAII,2,100,-0.18,8
109,20322,CASE,82,HAWAII,2,100,-0.18,8
116,20322,"CASE, Ed",82,NA,1,100,NA,1
111,20919,CASSIDY,45,LOUISIA,6,200,NA,2
112,20919,CASSIDY,45,LOUISIA,6,200,NA,22
113,20919,CASSIDY,45,LOUISIA,6,200,0.728,37
116,21906,"CASTEN, Sean",21,NA,6,100,NA,2
104,29327,CASTLE,11,DELAWAR,1,200,NA,3
105,29327,CASTLE,11,DELAWAR,1,200,NA,6
106,29327,CASTLE,11,DELAWAR,1,200,0.332,9
107,29327,CASTLE,11,DELAWAR,1,200,0.363,7
108,29327,CASTLE,11,DELAWAR,1,200,0.394,0
109,29327,CASTLE,11,DELAWAR,1,200,0.425,6
110,29327,CASTLE,11,DELAWAR,1,200,0.456,21
111,29327,CASTLE,11,DELAWAR,1,200,NA,30
103,29327,CASTLE     ,11, DELAWAR,1,200,NA,0
110,20708,CASTOR,43,FLORIDA,11,100,-0.431,1
111,20708,CASTOR,43,FLORIDA,11,100,NA,2
112,20708,CASTOR,43,FLORIDA,11,100,NA,13
113,20708,CASTOR,43,FLORIDA,14,100,-0.4,21
114,20708,CASTOR,43,FLORIDA,14,100,-0.438,0
115,20708,"CASTOR, Kathy",NA,NA,14,100,NA,39
116,20708,"CASTOR, Kathy",43,NA,14,100,NA,46
113,21362,CASTRO,49,TEXAS,20,100,-0.382,10
114,21362,CASTRO,49,TEXAS,20,100,-0.398,23
115,21362,"CASTRO, Joaquin",NA,NA,20,100,NA,28
116,21362,"CASTRO, Joaquin",49,NA,20,100,NA,29
104,29550,CHABOT,24,OHIO,1,200,NA,2
105,29550,CHABOT,24,OHIO,1,200,NA,0
106,29550,CHABOT,24,OHIO,1,200,0.719,0
107,29550,CHABOT,24,OHIO,1,200,0.716,2
108,29550,CHABOT,24,OHIO,1,200,0.713,8
109,29550,CHABOT,24,OHIO,1,200,0.71,5
110,29550,CHABOT,24,OHIO,1,200,0.707,17
112,29550,CHABOT,24,OHIO,1,200,NA,10
113,29550,CHABOT,24,OHIO,1,200,0.851,15
114,29550,CHABOT,24,OHIO,1,200,0.584,29
115,29550,"CHABOT, Steve",NA,NA,1,200,NA,43
116,29550,"CHABOT, Steve",24,NA,1,200,NA,43
111,20949,CHAFFETZ,67,UTAH,3,200,NA,2
112,20949,CHAFFETZ,67,UTAH,3,200,NA,24
113,20949,CHAFFETZ,67,UTAH,3,200,0.949,29
114,20949,CHAFFETZ,67,UTAH,3,200,0.568,11
104,29512,CHAMBLISS,44,GEORGIA,8,200,NA,0
105,29512,CHAMBLISS,44,GEORGIA,8,200,NA,8
106,29512,CHAMBLISS,44,GEORGIA,8,200,0.425,9
107,29512,CHAMBLISS,44,GEORGIA,8,200,0.425,11
108,20326,CHANDLER,51,KENTUCK,6,100,-0.232,7
109,20326,CHANDLER,51,KENTUCK,6,100,-0.232,2
110,20326,CHANDLER,51,KENTUCK,6,100,-0.232,32
111,20326,CHANDLER,51,KENTUCK,6,100,NA,42
112,20326,CHANDLER,51,KENTUCK,6,100,NA,53
104,15129,CHAPMAN,49,TEXAS,1,100,NA,0
103,15129,CHAPMAN    ,49, TEXAS  ,1,100,NA,5
115,21710,"CHENEY, Liz",NA,NA,1,200,NA,5
116,21710,"CHENEY, Liz",68,NA,1,200,NA,6
