cong,id,mc.name,state,statenm,cd,party,nominate,caucus.total
106,15410,DEFAZIO,72,OREGON,4,100,-0.504,6
107,15410,DEFAZIO,72,OREGON,4,100,-0.519,10
108,15410,DEFAZIO,72,OREGON,4,100,-0.533,2
109,15410,DEFAZIO,72,OREGON,4,100,-0.547,9
110,15410,DEFAZIO,72,OREGON,4,100,-0.562,27
111,15410,DEFAZIO,72,OREGON,4,100,NA,38
112,15410,DEFAZIO,72,OREGON,4,100,NA,69
113,15410,DEFAZIO,72,OREGON,4,100,-0.495,84
114,15410,DEFAZIO,72,OREGON,4,100,-0.19,107
103,15410,DEFAZIO    ,72, OREGON ,4,100,NA,9
115,15410,"DeFAZIO, Peter Anthony",NA,NA,4,100,NA,93
116,15410,"DeFAZIO, Peter Anthony",72,NA,4,100,NA,91
105,29710,DEGETTE,62,COLORAD,1,100,NA,2
106,29710,DEGETTE,62,COLORAD,1,100,-0.469,4
107,29710,DEGETTE,62,COLORAD,1,100,-0.458,6
108,29710,DEGETTE,62,COLORAD,1,100,-0.447,8
109,29710,DEGETTE,62,COLORAD,1,100,-0.436,8
110,29710,DEGETTE,62,COLORAD,1,100,-0.425,12
111,29710,DEGETTE,62,COLORAD,1,100,NA,23
112,29710,DEGETTE,62,COLORAD,1,100,NA,27
113,29710,DEGETTE,62,COLORAD,1,100,-0.395,32
114,29710,DEGETTE,62,COLORAD,1,100,-0.281,27
115,29710,"DeGETTE, Diana",NA,NA,1,100,NA,31
116,29710,"DeGETTE, Diana",62,NA,1,100,NA,33
105,29731,DELAHUNT,3,MASSACH,10,100,NA,16
106,29731,DELAHUNT,3,MASSACH,10,100,-0.506,18
107,29731,DELAHUNT,3,MASSACH,10,100,-0.501,20
108,29731,DELAHUNT,3,MASSACH,10,100,-0.496,8
109,29731,DELAHUNT,3,MASSACH,10,100,-0.491,15
110,29731,DELAHUNT,3,MASSACH,10,100,-0.486,38
111,29731,DELAHUNT,3,MASSACH,10,100,NA,46
113,21334,DELANEY,52,MARYLAN,6,100,-0.281,6
114,21334,DELANEY,52,MARYLAN,6,100,-0.438,14
115,21334,"DELANEY, John",NA,NA,6,100,NA,24
104,29109,DELAURO,1,CONNECT,3,100,NA,5
105,29109,DELAURO,1,CONNECT,3,100,NA,2
106,29109,DELAURO,1,CONNECT,3,100,-0.411,2
107,29109,DELAURO,1,CONNECT,3,100,-0.419,5
108,29109,DELAURO,1,CONNECT,3,100,-0.428,21
109,29109,DELAURO,1,CONNECT,3,100,-0.437,6
110,29109,DELAURO,1,CONNECT,3,100,-0.446,22
111,29109,DELAURO,1,CONNECT,3,100,NA,35
112,29109,DELAURO,1,CONNECT,3,100,NA,55
113,29109,DELAURO,1,CONNECT,3,100,-0.435,65
114,29109,DELAURO,1,CONNECT,3,100,-0.416,72
103,29109,DELAURO    ,1, CONNECT,3,100,NA,3
115,29109,"DeLAURO, Rosa L.",NA,NA,3,100,NA,75
116,29109,"DeLAURO, Rosa L.",1,NA,3,100,NA,77
104,15094,DELAY,49,TEXAS,22,200,NA,1
105,15094,DELAY,49,TEXAS,22,200,NA,2
106,15094,DELAY,49,TEXAS,22,200,0.61,2
107,15094,DELAY,49,TEXAS,22,200,0.608,3
108,15094,DELAY,49,TEXAS,22,200,0.605,2
109,15094,DELAY,49,TEXAS,22,200,0.602,3
103,15094,DELAY      ,49, TEXAS  ,22,200,NA,2
112,31101,DELBENE,73,WASHING,1,100,NA,0
113,31101,DELBENE,73,WASHING,1,100,-0.261,14
114,31101,DELBENE,73,WASHING,1,100,-0.365,25
115,31101,"DelBENE, Suzan K.",NA,NA,1,100,NA,52
116,31101,"DelBENE, Suzan K.",73,NA,1,100,NA,54
116,21916,"DELGADO, Antonio",13,NA,19,100,NA,3
104,13011,DELLUMS,71,CALIFOR,9,100,NA,3
105,13011,DELLUMS,71,CALIFOR,9,100,NA,4
103,13011,DELLUMS    ,71, CALIFOR,9,100,NA,4
115,21713,"DEMINGS, Valdez Butler",NA,NA,10,100,NA,10
116,21713,"DEMINGS, Valdez Butler",43,NA,10,100,NA,11
108,29936,DEMINT,48,SOUTH C,4,200,0.708,3
106,29936,DEMINT  JIM,48,SOUTH C,4,200,0.708,1
107,29936,DEMINT  JIM,48,SOUTH C,4,200,0.708,3
112,21109,DENHAM,71,CALIFOR,19,200,NA,8
113,21109,DENHAM,71,CALIFOR,10,200,0.661,23
114,21109,DENHAM,71,CALIFOR,10,200,-0.517,37
115,21109,"DENHAM, Jeff",NA,NA,10,200,NA,35
109,20526,DENT,14,PENNSYL,15,200,0.39,0
110,20526,DENT,14,PENNSYL,15,200,0.39,15
111,20526,DENT,14,PENNSYL,15,200,NA,22
112,20526,DENT,14,PENNSYL,15,200,NA,28
113,20526,DENT,14,PENNSYL,15,200,0.529,36
114,20526,DENT,14,PENNSYL,15,200,0.243,41
103,14212,DERRICK    ,48, SOUTH C,3,100,NA,6
113,21318,DESANTIS,43,FLORIDA,6,200,0.923,4
114,21318,DESANTIS,43,FLORIDA,6,200,0.664,4
115,21318,"DeSANTIS, Ron",NA,NA,6,200,NA,11
114,21504,DESAULNIER,71,CALIFOR,11,200,-0.491,9
115,21504,"DESAULNIER, Mark James",NA,NA,11,100,NA,26
116,21504,"DESAULNIER, Mark James",71,NA,11,100,NA,30
112,21179,DESJARLAIS,54,TENNESS,4,200,NA,6
113,21179,DESJARLAIS,54,TENNESS,4,200,0.772,13
114,21179,DESJARLAIS,54,TENNESS,4,200,-0.161,20
115,21179,"DESJARLAIS, Scott",NA,NA,4,200,NA,23
116,21179,"DESJARLAIS, Scott",54,NA,4,200,NA,25
112,20959,DEUTCH,43,FLORIDA,19,100,NA,18
113,20959,DEUTCH,43,FLORIDA,21,100,-0.411,45
114,20959,DEUTCH,43,FLORIDA,21,100,-0.403,103
115,20959,"DEUTCH, Theodore E. (Ted)",NA,NA,22,100,NA,54
116,20959,"DEUTCH, Theodore E. (Ted)",43,NA,22,100,NA,57
104,29335,DEUTSCH,43,FLORIDA,20,100,NA,3
105,29335,DEUTSCH,43,FLORIDA,20,100,NA,2
106,29335,DEUTSCH,43,FLORIDA,20,100,-0.317,6
107,29335,DEUTSCH,43,FLORIDA,20,100,-0.329,9
108,29335,DEUTSCH,43,FLORIDA,20,100,-0.342,7
103,29335,DEUTSCH    ,43, FLORIDA,20,100,NA,1
108,29336,DIAZ-BAL,43,FLORIDA,21,200,0.396,9
109,29336,DIAZ-BAL,43,FLORIDA,21,200,0.433,10
110,29336,DIAZ-BAL,43,FLORIDA,21,200,0.47,25
111,29336,DIAZ-BAL,43,FLORIDA,21,200,NA,34
112,20316,DIAZ-BAL,43,FLORIDA,21,200,NA,22
113,20316,DIAZ-BAL,43,FLORIDA,25,200,0.328,30
108,20316,DIAZ-BALA,43,FLORIDA,25,200,0.497,8
109,20316,DIAZ-BALA,43,FLORIDA,25,200,0.497,7
110,20316,DIAZ-BALA,43,FLORIDA,25,200,0.497,13
111,20316,DIAZ-BALA,43,FLORIDA,25,200,NA,17
103,29336,DIAZ-BALART,43, FLORIDA,21,200,NA,2
104,29336,DIAZ-BALART,43,FLORIDA,21,200,NA,1
105,29336,DIAZ-BALART,43,FLORIDA,21,200,NA,4
106,29336,DIAZ-BALART,43,FLORIDA,21,200,0.323,4
107,29336,DIAZ-BALART,43,FLORIDA,21,200,0.36,7
114,20316,DIAZ-BALART,43,FLORIDA,25,200,0.277,53
115,20316,"DIAZ-BALART, Mario",NA,NA,25,200,NA,31
116,20316,"DIAZ-BALART, Mario",43,NA,25,200,NA,33
104,29307,DICKEY,42,ARKANSA,4,200,NA,0
105,29307,DICKEY,42,ARKANSA,4,200,NA,0
106,29307,DICKEY,42,ARKANSA,4,200,0.417,0
103,29307,DICKEY     ,42, ARKANSA,4,200,NA,0
104,14413,DICKS,73,WASHING,6,100,NA,0
105,14413,DICKS,73,WASHING,6,100,NA,3
106,14413,DICKS,73,WASHING,6,100,-0.294,3
107,14413,DICKS,73,WASHING,6,100,-0.292,5
108,14413,DICKS,73,WASHING,6,100,-0.289,11
109,14413,DICKS,73,WASHING,6,100,-0.287,5
110,14413,DICKS,73,WASHING,6,100,-0.285,8
111,14413,DICKS,73,WASHING,6,100,NA,26
112,14413,DICKS,73,WASHING,6,100,NA,43
103,14413,DICKS      ,73, WASHING,6,100,NA,5
104,2605,DINGELL,23,MICHIGA,16,100,NA,0
105,2605,DINGELL,23,MICHIGA,16,100,NA,2
106,2605,DINGELL,23,MICHIGA,16,100,-0.423,2
107,2605,DINGELL,23,MICHIGA,16,100,-0.421,4
108,2605,DINGELL,23,MICHIGA,15,100,-0.42,6
109,2605,DINGELL,23,MICHIGA,15,100,-0.418,4
110,2605,DINGELL,23,MICHIGA,15,100,-0.417,8
111,2605,DINGELL,23,MICHIGA,15,100,NA,18
112,2605,DINGELL,23,MICHIGA,15,100,NA,20
113,2605,DINGELL,23,MICHIGA,12,100,-0.387,24
114,2605,DINGELL,23,MICHIGA,12,100,-0.418,43
103,2605,DINGELL    ,23, MICHIGA,16,100,NA,1
115,21529,"DINGELL, Debbie",NA,NA,12,100,NA,78
116,21529,"DINGELL, Debbie",23,NA,12,100,NA,86
103,14620,DIXON  JULI,71, CALIFOR,32,100,NA,7
104,14620,DIXON  JULI,71,CALIFOR,32,100,NA,1
105,14620,DIXON  JULI,71,CALIFOR,32,100,NA,1
106,14620,DIXON  JULI,71,CALIFOR,32,100,-0.388,8
104,29571,DOGGETT,49,TEXAS,10,100,NA,1
105,29571,DOGGETT,49,TEXAS,10,100,NA,2
106,29571,DOGGETT,49,TEXAS,10,100,-0.401,2
107,29571,DOGGETT,49,TEXAS,10,100,-0.413,13
108,29571,DOGGETT,49,TEXAS,10,100,-0.425,4
109,29571,DOGGETT,49,TEXAS,25,100,-0.437,15
110,29571,DOGGETT,49,TEXAS,25,100,-0.448,44
111,29571,DOGGETT,49,TEXAS,25,100,NA,58
112,29571,DOGGETT,49,TEXAS,25,100,NA,116
113,29571,DOGGETT,49,TEXAS,35,100,-0.419,120
114,29571,DOGGETT,49,TEXAS,35,100,0.718,12
115,29571,"DOGGETT, Lloyd Alton, II",NA,NA,35,100,NA,82
116,29571,"DOGGETT, Lloyd Alton, II",49,NA,35,100,NA,107
112,21127,DOLD,21,ILLINOI,10,200,NA,17
114,21518,DOLD,21,ILLINOI,10,200,0.176,26
110,20717,DONNELLY,22,INDIANA,2,100,-0.072,2
111,20717,DONNELLY,22,INDIANA,2,100,NA,4
112,20717,DONNELLY,22,INDIANA,2,100,NA,12
114,21560,DONOVAN,13,NEW  YOR,11,200,0.223,4
115,21560,"DONOVAN, Daniel M., Jr.",NA,NA,11,200,NA,8
104,29105,DOOLEY,71,CALIFOR,20,100,NA,2
105,29105,DOOLEY,71,CALIFOR,20,100,NA,6
106,29105,DOOLEY,71,CALIFOR,20,100,-0.176,6
107,29105,DOOLEY,71,CALIFOR,20,100,-0.171,8
108,29105,DOOLEY,71,CALIFOR,20,100,-0.167,15
103,29105,DOOLEY     ,71, CALIFOR,20,100,NA,4
108,29104,DOOLITTL,71,CALIFOR,4,200,0.606,1
109,29104,DOOLITTL,71,CALIFOR,4,200,0.604,3
110,29104,DOOLITTL,71,CALIFOR,4,200,0.601,29
104,29104,DOOLITTLE,71,CALIFOR,4,200,NA,4
105,29104,DOOLITTLE,71,CALIFOR,4,200,NA,2
106,29104,DOOLITTLE,71,CALIFOR,4,200,0.611,1
107,29104,DOOLITTLE,71,CALIFOR,4,200,0.608,2
103,29104,DOOLITTLE  ,71, CALIFOR,4,200,NA,0
103,14414,DORNAN  ROB,71, CALIFOR,46,200,NA,6
104,14414,DORNAN  ROB,71,CALIFOR,46,200,NA,0
104,29561,DOYLE,14,PENNSYL,18,100,NA,1
105,29561,DOYLE,14,PENNSYL,18,100,NA,7
106,29561,DOYLE,14,PENNSYL,18,100,-0.241,7
107,29561,DOYLE,14,PENNSYL,18,100,-0.264,12
108,29561,DOYLE,14,PENNSYL,14,100,-0.287,7
109,29561,DOYLE,14,PENNSYL,14,100,-0.309,15
110,29561,DOYLE,14,PENNSYL,14,100,-0.332,28
111,29561,DOYLE,14,PENNSYL,14,100,NA,42
112,29561,DOYLE,14,PENNSYL,14,100,NA,66
113,29561,DOYLE,14,PENNSYL,14,100,-0.428,75
114,29561,DOYLE,14,PENNSYL,14,100,-0.328,72
115,29561,"DOYLE, Michael F.",NA,NA,14,100,NA,58
116,29561,"DOYLE, Michael F.",14,NA,18,100,NA,73
109,20534,DRAKE,40,VIRGINI,2,200,0.554,1
110,20534,DRAKE,40,VIRGINI,2,200,0.554,20
108,14813,DREIER,71,CALIFOR,26,200,0.569,2
109,14813,DREIER,71,CALIFOR,26,200,0.575,1
110,14813,DREIER,71,CALIFOR,26,200,0.581,10
111,14813,DREIER,71,CALIFOR,26,200,NA,17
112,14813,DREIER,71,CALIFOR,26,200,NA,26
103,14813,DREIER  DAV,71, CALIFOR,28,200,NA,0
104,14813,DREIER  DAV,71,CALIFOR,28,200,NA,7
105,14813,DREIER  DAV,71,CALIFOR,28,200,NA,3
106,14813,DREIER  DAV,71,CALIFOR,28,200,0.558,0
107,14813,DREIER  DAV,71,CALIFOR,28,200,0.564,3
111,20939,DRIEHAUS,24,OHIO,1,100,NA,3
113,21325,DUCKWORTH,21,ILLINOI,8,100,-0.263,8
114,21325,DUCKWORTH,21,ILLINOI,8,100,-0.31,15
112,21189,DUFFY,25,WISCONS,7,200,NA,2
113,21189,DUFFY,25,WISCONS,7,200,0.834,7
114,21189,DUFFY,25,WISCONS,7,200,0.505,18
116,21189,"DUFFY, Sean",25,NA,7,200,NA,22
108,15455,DUNCAN,54,TENNESS,2,200,0.746,1
109,15455,DUNCAN,54,TENNESS,2,200,0.781,1
110,15455,DUNCAN,54,TENNESS,2,200,0.816,20
111,15455,DUNCAN,54,TENNESS,2,200,NA,35
112,15455,DUNCAN,54,TENNESS,2,200,NA,54
112,21174,DUNCAN,48,SOUTH C,3,200,NA,17
113,15455,DUNCAN,54,TENNESS,2,200,1.108,57
113,21174,DUNCAN,48,SOUTH C,3,200,0.967,20
114,15455,DUNCAN,54,TENNESS,2,200,0.473,58
114,21174,DUNCAN,48,SOUTH C,3,200,0.736,25
103,15455,DUNCAN  JR.,54, TENNESS,2,200,NA,0
104,15455,DUNCAN  JR.,54,TENNESS,2,200,NA,1
105,15455,DUNCAN  JR.,54,TENNESS,2,200,NA,1
106,15455,DUNCAN  JR.,54,TENNESS,2,200,0.676,1
107,15455,DUNCAN  JR.,54,TENNESS,2,200,0.711,0
116,21174,"DUNCAN, Jeff",48,NA,3,200,NA,31
104,39312,DUNN,73,WASHING,8,200,NA,0
105,39312,DUNN,73,WASHING,8,200,NA,2
106,39312,DUNN,73,WASHING,8,200,0.471,3
107,39312,DUNN,73,WASHING,8,200,0.5,12
108,39312,DUNN,73,WASHING,8,200,0.528,0
103,39312,DUNN       ,73, WASHING,8,200,NA,0
116,21714,"DUNN, Neal Patrick",43,NA,2,200,NA,7
104,15021,DURBIN,21,ILLINOI,20,100,NA,1
103,15021,DURBIN     ,21, ILLINOI,20,100,NA,9
108,29144,EDWARDS,49,TEXAS,11,100,-0.219,14
109,29144,EDWARDS,49,TEXAS,17,100,-0.221,6
110,29144,EDWARDS,49,TEXAS,17,100,-0.223,16
111,20763,EDWARDS,52,MARYLAN,4,100,NA,3
111,29144,EDWARDS,49,TEXAS,17,100,NA,18
112,20763,EDWARDS,52,MARYLAN,4,100,NA,19
113,20763,EDWARDS,52,MARYLAN,4,100,-0.562,29
114,20763,EDWARDS,52,MARYLAN,4,100,-0.379,29
103,29144,EDWARDS  CH,49, TEXAS  ,11,100,NA,1
104,29144,EDWARDS  CH,49,TEXAS,11,100,NA,5
105,29144,EDWARDS  CH,49,TEXAS,11,100,NA,3
106,29144,EDWARDS  CH,49,TEXAS,11,100,-0.214,5
107,29144,EDWARDS  CH,49,TEXAS,11,100,-0.217,4
103,10583,EDWARDS  DO,71, CALIFOR,16,100,NA,5
104,29362,EHLERS,23,MICHIGA,3,200,NA,1
105,29362,EHLERS,23,MICHIGA,3,200,NA,18
106,29362,EHLERS,23,MICHIGA,3,200,0.475,16
107,29362,EHLERS,23,MICHIGA,3,200,0.501,21
108,29362,EHLERS,23,MICHIGA,3,200,0.527,10
109,29362,EHLERS,23,MICHIGA,3,200,0.553,0
110,29362,EHLERS,23,MICHIGA,3,200,0.579,4
111,29362,EHLERS,23,MICHIGA,3,200,NA,4
103,29362,EHLERS     ,23, MICHIGA,3,200,NA,0
104,29529,EHRLICH,52,MARYLAN,2,200,NA,1
105,29529,EHRLICH,52,MARYLAN,2,200,NA,8
106,29529,EHRLICH,52,MARYLAN,2,200,0.46,7
107,29529,EHRLICH,52,MARYLAN,2,200,0.46,10
110,20727,ELLISON,33,MINNESO,5,100,-0.582,9
111,20727,ELLISON,33,MINNESO,5,100,NA,15
112,20727,ELLISON,33,MINNESO,5,100,NA,30
113,20727,ELLISON,33,MINNESO,5,100,-0.556,42
114,20727,ELLISON,33,MINNESO,5,100,-0.543,50
112,21159,ELLMERS,47,NORTH C,2,200,NA,11
113,21159,ELLMERS,47,NORTH C,2,200,0.587,20
114,21159,ELLMERS,47,NORTH C,2,200,0.406,24
110,20718,ELLSWORTH,22,INDIANA,8,100,-0.097,3
111,20718,ELLSWORTH,22,INDIANA,8,100,NA,8
108,20323,EMANUEL,21,ILLINOI,5,100,-0.363,5
109,20323,EMANUEL,21,ILLINOI,5,100,-0.363,3
110,20323,EMANUEL,21,ILLINOI,5,100,-0.363,13
104,14819,EMERSON,34,MISSOUR,8,200,NA,4
105,29736,EMERSON,34,MISSOUR,8,200,NA,1
106,29736,EMERSON,34,MISSOUR,8,200,0.36,2
107,29736,EMERSON,34,MISSOUR,8,200,0.366,5
108,29736,EMERSON,34,MISSOUR,8,200,0.372,1
109,29736,EMERSON,34,MISSOUR,8,200,0.377,6
110,29736,EMERSON,34,MISSOUR,8,200,0.383,18
111,29736,EMERSON,34,MISSOUR,8,200,NA,29
112,29736,EMERSON,34,MISSOUR,8,200,NA,43
103,14819,EMERSON    ,34, MISSOUR,8,200,NA,5
114,21531,EMMER,33,MINNESO,6,200,0.433,20
115,21531,"EMMER, Thomas Earl II",NA,NA,6,200,NA,32
116,21531,"EMMER, Thomas Earl II",33,NA,6,200,NA,34
104,15603,ENGEL,13,NEW YOR,17,100,NA,5
105,15603,ENGEL,13,NEW YOR,17,100,NA,21
106,15603,ENGEL,13,NEW YOR,17,100,-0.399,19
107,15603,ENGEL,13,NEW YOR,17,100,-0.385,20
108,15603,ENGEL,13,NEW YOR,17,100,-0.372,2
109,15603,ENGEL,13,NEW YOR,17,100,-0.358,20
110,15603,ENGEL,13,NEW YOR,17,100,-0.345,43
111,15603,ENGEL,13,NEW YOR,17,100,NA,53
112,15603,ENGEL,13,NEW YOR,17,100,NA,68
113,15603,ENGEL,13,NEW YOR,16,100,-0.326,74
114,15603,ENGEL,13,NEW YOR,16,100,-0.408,73
103,15603,ENGEL      ,13, NEW YOR,17,100,NA,12
115,15603,"ENGEL, Eliot Lance",NA,NA,16,100,NA,76
116,15603,"ENGEL, Eliot Lance",13,NA,16,100,NA,74
104,29563,ENGLISH,14,PENNSYL,21,200,NA,12
105,29563,ENGLISH,14,PENNSYL,21,200,NA,4
106,29563,ENGLISH,14,PENNSYL,21,200,0.416,4
107,29563,ENGLISH,14,PENNSYL,21,200,0.426,9
108,29563,ENGLISH,14,PENNSYL,3,200,0.436,5
109,29563,ENGLISH,14,PENNSYL,3,200,0.446,34
110,29563,ENGLISH,14,PENNSYL,3,200,0.456,66
103,14219,ENGLISH    ,53, OKLAHOM,6,100,NA,5
103,29304,ENGLISH  KA,61, ARIZONA,6,100,NA,2
104,29537,ENSIGN,65,NEVADA,1,200,NA,0
105,29537,ENSIGN,65,NEVADA,1,200,NA,4
113,21327,ENYART,21,ILLINOI,12,100,-0.252,13
116,21917,"ESCOBAR, Veronica",49,NA,16,100,NA,5
104,29312,ESHOO,71,CALIFOR,14,100,NA,2
105,29312,ESHOO,71,CALIFOR,14,100,NA,5
106,29312,ESHOO,71,CALIFOR,14,100,-0.388,3
107,29312,ESHOO,71,CALIFOR,14,100,-0.388,7
108,29312,ESHOO,71,CALIFOR,14,100,-0.388,21
109,29312,ESHOO,71,CALIFOR,14,100,-0.388,12
110,29312,ESHOO,71,CALIFOR,14,100,-0.388,33
111,29312,ESHOO,71,CALIFOR,14,100,NA,41
112,29312,ESHOO,71,CALIFOR,14,100,NA,40
113,29312,ESHOO,71,CALIFOR,18,100,-0.38,50
114,29312,ESHOO,71,CALIFOR,18,100,-0.401,80
103,29312,ESHOO      ,71, CALIFOR,14,100,NA,2
115,29312,"ESHOO, Anna Georges",NA,NA,18,100,NA,45
116,29312,"ESHOO, Anna Georges",71,NA,18,100,NA,47
115,21715,"ESPAILLAT, Adriano J.",NA,NA,13,100,NA,10
116,21715,"ESPAILLAT, Adriano J.",13,NA,13,100,NA,11
115,21750,"ESTES, Ron",NA,NA,4,200,NA,2
116,21750,"ESTES, Ron",32,NA,4,200,NA,2
113,21316,ESTY,1,CONNECT,5,100,-0.313,8
114,21316,ESTY,1,CONNECT,5,100,-0.311,33
115,21316,"ESTY, Elizabeth",NA,NA,5,100,NA,56
108,29745,ETHERIDG,47,NORTH C,2,100,-0.273,9
109,29745,ETHERIDG,47,NORTH C,2,100,-0.274,6
110,29745,ETHERIDG,47,NORTH C,2,100,-0.275,21
111,29745,ETHERIDG,47,NORTH C,2,100,NA,35
105,29745,ETHERIDGE,47,NORTH C,2,100,NA,1
106,29745,ETHERIDGE,47,NORTH C,2,100,-0.27,2
107,29745,ETHERIDGE,47,NORTH C,2,100,-0.271,5
108,15023,EVANS,21,ILLINOI,17,100,-0.43,9
109,15023,EVANS,21,ILLINOI,17,100,-0.426,10
103,15023,EVANS  LANE,21, ILLINOI,17,100,NA,4
104,15023,EVANS  LANE,21,ILLINOI,17,100,NA,3
105,15023,EVANS  LANE,21,ILLINOI,17,100,NA,3
106,15023,EVANS  LANE,21,ILLINOI,17,100,-0.438,3
107,15023,EVANS  LANE,21,ILLINOI,17,100,-0.434,7
115,21566,"EVANS, Dwight",NA,NA,2,100,NA,5
116,21566,"EVANS, Dwight",14,NA,3,100,NA,8
104,29300,EVERETT,41,ALABAMA,2,200,NA,2
105,29300,EVERETT,41,ALABAMA,2,200,NA,2
106,29300,EVERETT,41,ALABAMA,2,200,0.482,1
107,29300,EVERETT,41,ALABAMA,2,200,0.497,2
108,29300,EVERETT,41,ALABAMA,2,200,0.513,31
109,29300,EVERETT,41,ALABAMA,2,200,0.528,3
110,29300,EVERETT,41,ALABAMA,2,200,0.544,5
103,29300,EVERETT    ,41, ALABAMA,2,200,NA,0
104,29115,EWING,21,ILLINOI,15,200,NA,1
105,29115,EWING,21,ILLINOI,15,200,NA,0
106,29115,EWING,21,ILLINOI,15,200,0.406,0
103,29115,EWING      ,21, ILLINOI,15,200,NA,3
110,20742,FALLIN,53,OKLAHOM,5,200,0.594,1
111,20742,FALLIN,53,OKLAHOM,5,200,NA,9
112,21184,FARENTHOLD,49,TEXAS,27,200,NA,22
113,21184,FARENTHOLD,49,TEXAS,27,200,0.75,35
114,21184,FARENTHOLD,49,TEXAS,27,200,-0.226,41
104,29313,FARR,71,CALIFOR,17,100,NA,2
105,29313,FARR,71,CALIFOR,17,100,NA,8
106,29313,FARR,71,CALIFOR,17,100,-0.44,9
107,29313,FARR,71,CALIFOR,17,100,-0.458,7
108,29313,FARR,71,CALIFOR,17,100,-0.476,10
109,29313,FARR,71,CALIFOR,17,100,-0.494,10
110,29313,FARR,71,CALIFOR,17,100,-0.512,21
111,29313,FARR,71,CALIFOR,17,100,NA,28
112,29313,FARR,71,CALIFOR,17,100,NA,28
113,29313,FARR,71,CALIFOR,20,100,-0.471,29
114,29313,FARR,71,CALIFOR,20,100,0.254,88
103,29313,FARR       ,71, CALIFOR,17,100,NA,1
115,21716,"FASO, John J.",NA,NA,19,200,NA,6
104,29559,FATTAH,14,PENNSYL,2,100,NA,6
105,29559,FATTAH,14,PENNSYL,2,100,NA,1
106,29559,FATTAH,14,PENNSYL,2,100,-0.511,1
107,29559,FATTAH,14,PENNSYL,2,100,-0.49,3
108,29559,FATTAH,14,PENNSYL,2,100,-0.469,9
109,29559,FATTAH,14,PENNSYL,2,100,-0.449,4
110,29559,FATTAH,14,PENNSYL,2,100,-0.428,11
111,29559,FATTAH,14,PENNSYL,2,100,NA,16
112,29559,FATTAH,14,PENNSYL,2,100,NA,17
113,29559,FATTAH,14,PENNSYL,2,100,-0.37,23
114,29559,FATTAH,14,PENNSYL,2,100,-0.472,22
104,15098,FAWELL,21,ILLINOI,13,200,NA,1
105,15098,FAWELL,21,ILLINOI,13,200,NA,0
103,15098,FAWELL     ,21, ILLINOI,13,200,NA,0
104,14624,FAZIO,71,CALIFOR,3,100,NA,0
105,14624,FAZIO,71,CALIFOR,3,100,NA,0
103,14624,FAZIO      ,71, CALIFOR,3,100,NA,9
108,20315,FEENEY,43,FLORIDA,24,200,0.771,3
109,20315,FEENEY,43,FLORIDA,24,200,0.771,6
110,20315,FEENEY,43,FLORIDA,24,200,0.771,40
107,20127,FERGUSON,12,NEW JER,7,200,0.395,9
108,20127,FERGUSON,12,NEW JER,7,200,0.395,4
109,20127,FERGUSON,12,NEW JER,7,200,0.395,10
110,20127,FERGUSON,12,NEW JER,7,200,0.395,14
115,21717,"FERGUSON, Anderson Drew IV",NA,NA,3,200,NA,15
116,21717,"FERGUSON, Anderson Drew IV",44,NA,3,200,NA,15
103,29354,FIELDS  CLE,45, LOUISIA,4,100,NA,1
104,29354,FIELDS  CLE,45,LOUISIA,4,100,NA,0
103,14822,FIELDS  JAC,49, TEXAS  ,8,200,NA,2
104,14822,FIELDS  JAC,49,TEXAS,8,200,NA,2
104,29325,FILNER,71,CALIFOR,50,100,NA,2
105,29325,FILNER,71,CALIFOR,50,100,NA,3
106,29325,FILNER,71,CALIFOR,50,100,-0.639,1
107,29325,FILNER,71,CALIFOR,50,100,-0.64,5
108,29325,FILNER,71,CALIFOR,51,100,-0.641,5
109,29325,FILNER,71,CALIFOR,51,100,-0.641,6
110,29325,FILNER,71,CALIFOR,51,100,-0.642,30
111,29325,FILNER,71,CALIFOR,51,100,NA,51
112,29325,FILNER,71,CALIFOR,51,100,NA,86
103,29325,FILNER     ,71, CALIFOR,50,100,NA,0
112,21181,FINCHER,54,TENNESS,8,200,NA,12
113,21181,FINCHER,54,TENNESS,8,200,0.767,16
114,21181,FINCHER,54,TENNESS,8,200,-0.402,24
103,29391,FINGERHUT  ,24, OHIO   ,19,100,NA,3
116,21918,"FINKENAUER, Abby",31,NA,1,100,NA,2
103,12013,FISH       ,13, NEW YOR,19,200,NA,7
109,20524,FITZPATR,14,PENNSYL,8,200,0.235,0
112,20524,FITZPATRI,14,PENNSYL,8,200,NA,3
113,20524,FITZPATRI,14,PENNSYL,8,200,0.532,15
114,20524,FITZPATRICK,14,PENNSYL,8,200,0.202,27
115,21718,"FITZPATRICK, Brian K.",NA,NA,8,200,NA,27
116,21718,"FITZPATRICK, Brian K.",14,NA,1,200,NA,26
104,15412,FLAKE,13,NEW YOR,6,100,NA,1
105,15412,FLAKE,13,NEW YOR,6,100,NA,0
107,20100,FLAKE,61,ARIZONA,1,200,0.977,1
108,20100,FLAKE,61,ARIZONA,6,200,0.988,9
109,20100,FLAKE,61,ARIZONA,6,200,0.999,3
110,20100,FLAKE,61,ARIZONA,6,200,1.009,2
111,20100,FLAKE,61,ARIZONA,6,200,NA,4
112,20100,FLAKE,61,ARIZONA,6,200,NA,6
103,15412,FLAKE      ,13, NEW YOR,6,100,NA,10
